match_id,player_id,full_name,current_rank
12025682,335102,"Van Assche, Luca",72
12025683,15894,"Mannarino, Adrian",20
12025684,15894,"Mannarino, Adrian",19
12025685,335102,"Van Assche, Luca",71
12025687,96859,"Lock, Benjamin",350
12025688,155860,"Lock, Courtney John",1487
12025689,96859,"Lock, Benjamin",355
12025690,155860,"Lock, Courtney John",1487
12025752,406665,"Saito, Sara",244
12025799,53183,"Ilkel, Cem",318
12025849,221362,"Monnet, Carole",192
12026470,293868,"Kudermetova, Polina",158
12026623,338890,"Merida Aguilar, Daniel",401
12026792,202572,"Gengel, Marek",668
12026797,179262,"Liaonenka, Aliaksandr",777
12026852,135786,"Benchetrit, Elliot",626
12026853,323244,"Dlimi, Yassine",611
12026854,58877,"Ramanathan, Ramkumar",407
12026855,52244,"Balaji N., Sriram",1303
12026856,323244,"Dlimi, Yassine",614
12026857,58877,"Ramanathan, Ramkumar",420
12026858,135786,"Benchetrit, Elliot",639
12026859,52244,"Balaji N., Sriram",1303
12026875,258324,"Purtseladze, Saba",458
12026877,258324,"Purtseladze, Saba",458
12026878,228739,"Tkemaladze, Zura",712
