player_id,plays
152896,right-handed
182086,right-handed
265632,
340531,
400523,
281443,
268807,
121606,right-handed
280123,
100093,right-handed
228662,
193230,right-handed
215719,
269873,
290035,
211294,
280125,right-handed
316468,
157150,right-handed
233694,right-handed
165866,right-handed
202462,
161270,
115479,
49118,right-handed
100341,left-handed
251811,
108621,right-handed
235961,
42839,right-handed
276009,
20347,right-handed
226806,
318257,
256533,
230344,right-handed
421695,
293708,
371932,right-handed
334273,
82307,right-handed
67322,right-handed
421672,
342864,
377410,
226810,right-handed
97031,
311586,
137810,right-handed
152054,
47969,
321793,
310575,
394471,
