tournament_id,ground_type
127136,Hardcourt outdoor
127142,Hardcourt outdoor
127142,Hardcourt outdoor
127176,Hardcourt outdoor
127241,Hardcourt outdoor
127176,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127176,Hardcourt outdoor
127176,Hardcourt outdoor
127176,Hardcourt outdoor
127176,Hardcourt outdoor
127148,Red clay
127148,Red clay
127148,Red clay
127148,Red clay
127149,Red clay
127149,Red clay
127149,Red clay
127149,Red clay
127148,Red clay
127244,Red clay
127244,Red clay
127245,Red clay
127245,Red clay
127148,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127245,Red clay
127148,Red clay
127245,Red clay
127148,Red clay
127244,Red clay
127149,Red clay
127245,Red clay
127142,Hardcourt outdoor
127149,Red clay
127149,Red clay
127149,Red clay
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127247,Red clay
127247,Red clay
127247,Red clay
127247,Red clay
127247,Red clay
127247,Red clay
127247,Red clay
127190,Hardcourt outdoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127226,Hardcourt outdoor
127237,Hardcourt indoor
127226,Hardcourt outdoor
127247,Red clay
127216,Red clay
127237,Hardcourt indoor
127216,Red clay
127226,Hardcourt outdoor
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127216,Red clay
127190,Hardcourt outdoor
127192,Hardcourt outdoor
127182,Hardcourt outdoor
127192,Hardcourt outdoor
127192,Hardcourt outdoor
127182,Hardcourt outdoor
127192,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127247,Red clay
127247,Red clay
127216,Red clay
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127176,Hardcourt outdoor
127176,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127142,Hardcourt outdoor
127142,Hardcourt outdoor
127245,Red clay
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127142,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127019,Hardcourt outdoor
127208,Hardcourt outdoor
127131,Red clay
127130,Red clay
127131,Red clay
127130,Red clay
127130,Red clay
127190,Hardcourt outdoor
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127131,Red clay
127130,Red clay
127131,Red clay
127192,Hardcourt outdoor
127208,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127131,Red clay
127130,Red clay
127131,Red clay
127130,Red clay
127131,Red clay
127131,Red clay
127130,Red clay
127208,Hardcourt outdoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127130,Red clay
127234,Hardcourt indoor
127208,Hardcourt outdoor
127208,Hardcourt outdoor
127208,Hardcourt outdoor
127208,Hardcourt outdoor
127208,Hardcourt outdoor
127142,Hardcourt outdoor
127208,Hardcourt outdoor
127234,Hardcourt indoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127221,Hardcourt outdoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127221,Hardcourt outdoor
127227,Hardcourt indoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127231,Hardcourt outdoor
127142,Hardcourt outdoor
127250,Red clay
127247,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127247,Red clay
127247,Red clay
127250,Red clay
127247,Red clay
127247,Red clay
127250,Red clay
127247,Red clay
127234,Hardcourt indoor
127237,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127237,Hardcourt indoor
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127245,Red clay
127244,Red clay
127245,Red clay
127245,Red clay
127245,Red clay
127234,Hardcourt indoor
127182,Hardcourt outdoor
127019,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127017,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127009,Hardcourt outdoor
127020,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127020,Hardcourt outdoor
127009,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127009,Hardcourt outdoor
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
126992,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
127007,Hardcourt outdoor
127142,Hardcourt outdoor
127142,Hardcourt outdoor
127012,Red clay
127012,Red clay
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126992,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127179,Hardcourt outdoor
127178,Hardcourt outdoor
127208,Hardcourt outdoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127007,Hardcourt outdoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127225,Hardcourt outdoor
127226,Hardcourt outdoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127174,Hardcourt indoor
127174,Hardcourt indoor
127012,Red clay
127012,Red clay
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127174,Hardcourt indoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127142,Hardcourt outdoor
127176,Hardcourt outdoor
127241,Hardcourt outdoor
127176,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127176,Hardcourt outdoor
127176,Hardcourt outdoor
127176,Hardcourt outdoor
127176,Hardcourt outdoor
127148,Red clay
127148,Red clay
127148,Red clay
127148,Red clay
127149,Red clay
127149,Red clay
127149,Red clay
127149,Red clay
127148,Red clay
127244,Red clay
127244,Red clay
127245,Red clay
127245,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127245,Red clay
127148,Red clay
127245,Red clay
127148,Red clay
127244,Red clay
127149,Red clay
127245,Red clay
127142,Hardcourt outdoor
127149,Red clay
127149,Red clay
127149,Red clay
127225,Hardcourt outdoor
127241,Hardcourt outdoor
127225,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127241,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127247,Red clay
127247,Red clay
127247,Red clay
127247,Red clay
127247,Red clay
127247,Red clay
127247,Red clay
127190,Hardcourt outdoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127226,Hardcourt outdoor
127237,Hardcourt indoor
127226,Hardcourt outdoor
127247,Red clay
127237,Hardcourt indoor
127237,Hardcourt indoor
127216,Red clay
127237,Hardcourt indoor
127216,Red clay
127226,Hardcourt outdoor
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127190,Hardcourt outdoor
127216,Red clay
127201,Hardcourt outdoor
127190,Hardcourt outdoor
127192,Hardcourt outdoor
127182,Hardcourt outdoor
127192,Hardcourt outdoor
127192,Hardcourt outdoor
127182,Hardcourt outdoor
127192,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127247,Red clay
127247,Red clay
127178,Hardcourt outdoor
127216,Red clay
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127176,Hardcourt outdoor
127176,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127142,Hardcourt outdoor
127142,Hardcourt outdoor
127245,Red clay
127245,Red clay
127245,Red clay
127179,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127142,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127188,Hardcourt outdoor
127179,Hardcourt outdoor
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127231,Hardcourt outdoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127221,Hardcourt outdoor
127211,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127188,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127190,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127019,Hardcourt outdoor
127190,Hardcourt outdoor
127179,Hardcourt outdoor
127188,Hardcourt outdoor
127190,Hardcourt outdoor
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127201,Hardcourt outdoor
127192,Hardcourt outdoor
127201,Hardcourt outdoor
127208,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127131,Red clay
127226,Hardcourt outdoor
127130,Red clay
127131,Red clay
127130,Red clay
127131,Red clay
127130,Red clay
127208,Hardcourt outdoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127226,Hardcourt outdoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127130,Red clay
127234,Hardcourt indoor
127221,Hardcourt outdoor
127208,Hardcourt outdoor
127226,Hardcourt outdoor
127208,Hardcourt outdoor
127208,Hardcourt outdoor
127208,Hardcourt outdoor
127208,Hardcourt outdoor
127142,Hardcourt outdoor
127208,Hardcourt outdoor
127231,Hardcourt outdoor
127234,Hardcourt indoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127221,Hardcourt outdoor
127227,Hardcourt indoor
127227,Hardcourt indoor
127221,Hardcourt outdoor
127227,Hardcourt indoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127216,Red clay
127231,Hardcourt outdoor
127142,Hardcourt outdoor
127250,Red clay
127247,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127250,Red clay
127247,Red clay
127247,Red clay
127250,Red clay
127247,Red clay
127247,Red clay
127250,Red clay
127247,Red clay
127234,Hardcourt indoor
127234,Hardcourt indoor
127237,Hardcourt indoor
127234,Hardcourt indoor
127234,Hardcourt indoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127244,Red clay
127237,Hardcourt indoor
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127244,Red clay
127245,Red clay
127245,Red clay
127244,Red clay
127245,Red clay
127245,Red clay
127245,Red clay
127245,Red clay
127245,Red clay
127245,Red clay
127245,Red clay
127234,Hardcourt indoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127234,Hardcourt indoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127179,Hardcourt outdoor
127178,Hardcourt outdoor
127179,Hardcourt outdoor
127178,Hardcourt outdoor
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127182,Hardcourt outdoor
127179,Hardcourt outdoor
127182,Hardcourt outdoor
127188,Hardcourt outdoor
127182,Hardcourt outdoor
127178,Hardcourt outdoor
127178,Hardcourt outdoor
127190,Hardcourt outdoor
127178,Hardcourt outdoor
127190,Hardcourt outdoor
127178,Hardcourt outdoor
127190,Hardcourt outdoor
127019,Hardcourt outdoor
127188,Hardcourt outdoor
127182,Hardcourt outdoor
127182,Hardcourt outdoor
127188,Hardcourt outdoor
127178,Hardcourt outdoor
127190,Hardcourt outdoor
127201,Hardcourt outdoor
127182,Hardcourt outdoor
127188,Hardcourt outdoor
127182,Hardcourt outdoor
127188,Hardcourt outdoor
127190,Hardcourt outdoor
127188,Hardcourt outdoor
127182,Hardcourt outdoor
127216,Red clay
127192,Hardcourt outdoor
127201,Hardcourt outdoor
127277,Hardcourt outdoor
127211,Hardcourt indoor
127192,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127201,Hardcourt outdoor
127190,Hardcourt outdoor
127211,Hardcourt indoor
127211,Hardcourt indoor
127192,Hardcourt outdoor
127208,Hardcourt outdoor
127227,Hardcourt indoor
127216,Red clay
127227,Hardcourt indoor
127208,Hardcourt outdoor
127250,Red clay
127266,Hardcourt outdoor
127225,Hardcourt outdoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127216,Red clay
127208,Hardcourt outdoor
127247,Red clay
127250,Red clay
127226,Hardcourt outdoor
127226,Hardcourt outdoor
127211,Hardcourt indoor
127216,Red clay
127247,Red clay
127250,Red clay
127227,Hardcourt indoor
127211,Hardcourt indoor
127250,Red clay
127250,Red clay
127208,Hardcourt outdoor
127221,Hardcourt outdoor
127277,Hardcourt outdoor
127231,Hardcourt outdoor
127234,Hardcourt indoor
127221,Hardcourt outdoor
127226,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127221,Hardcourt outdoor
127226,Hardcourt outdoor
127227,Hardcourt indoor
127231,Hardcourt outdoor
127250,Red clay
127216,Red clay
127225,Hardcourt outdoor
127216,Red clay
127226,Hardcourt outdoor
127221,Hardcourt outdoor
127247,Red clay
127247,Red clay
127221,Hardcourt outdoor
127225,Hardcourt outdoor
127250,Red clay
127216,Red clay
127244,Red clay
127211,Hardcourt indoor
127266,Hardcourt outdoor
127247,Red clay
127229,Hardcourt outdoor
127225,Hardcourt outdoor
127227,Hardcourt indoor
127250,Red clay
127225,Hardcourt outdoor
127227,Hardcourt indoor
127266,Hardcourt outdoor
127211,Hardcourt indoor
127277,Hardcourt outdoor
127277,Hardcourt outdoor
127221,Hardcourt outdoor
127221,Hardcourt outdoor
127216,Red clay
127225,Hardcourt outdoor
127247,Red clay
127241,Hardcourt outdoor
127225,Hardcourt outdoor
127231,Hardcourt outdoor
127225,Hardcourt outdoor
127266,Hardcourt outdoor
127247,Red clay
127227,Hardcourt indoor
127227,Hardcourt indoor
127247,Red clay
127234,Hardcourt indoor
127231,Hardcourt outdoor
127277,Hardcourt outdoor
127266,Hardcourt outdoor
127266,Hardcourt outdoor
127277,Hardcourt outdoor
127211,Hardcourt indoor
127237,Hardcourt indoor
127231,Hardcourt outdoor
127245,Red clay
127237,Hardcourt indoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126992,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
126995,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127007,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127009,Hardcourt outdoor
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
127012,Red clay
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127017,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127019,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127020,Hardcourt outdoor
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127023,Red clay
127014,Hardcourt indoor
127014,Hardcourt indoor
127014,Hardcourt indoor
127225,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127244,Red clay
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127241,Hardcourt outdoor
127244,Red clay
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127241,Hardcourt outdoor
127225,Hardcourt outdoor
127225,Hardcourt outdoor
127247,Red clay
127247,Red clay
127247,Red clay
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127237,Hardcourt indoor
127201,Hardcourt outdoor
127182,Hardcourt outdoor
127178,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127229,Hardcourt outdoor
127245,Red clay
127245,Red clay
127245,Red clay
127245,Red clay
127179,Hardcourt outdoor
127179,Hardcourt outdoor
127250,Red clay
127250,Red clay
127231,Hardcourt outdoor
